Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
solved,110,80,30,29,0,51,53,80,80,0,game375
solved,192,158,96,43,0,115,193,96,96,0,game376
solved,180,85,95,19,0,66,97,85,85,0,game377
unsolvable,5,5,4,1,0,4,53,4,0,0,game378
unsolvable,5638,2428,5637,548,0,1880,3079,14,0,8,game379
solved,147,92,56,29,0,63,97,91,91,0,game38
solved,1373,728,1293,160,0,568,769,80,80,2,game380
solved,348,188,251,55,0,133,193,97,97,0,game381
solved,172,102,84,36,0,66,97,88,88,0,game382
solved,96131,32210,96032,7547,0,24663,49157,99,99,129,game383
solved,198,93,105,37,0,56,97,93,93,0,game384
solved,274,160,181,34,0,126,193,93,93,0,game385
solved,4856,1513,4764,353,0,1160,1543,94,92,5,game386
solved,6221,1129,6126,88,0,1041,1543,136,95,6,game387
solved,203,98,105,46,0,52,53,98,98,0,game388
solved,133,86,54,39,0,47,53,79,79,0,game389
unsolvable,9059,2943,9058,180,0,2763,3079,12,0,11,game39
solved,22710,6389,22617,363,0,6026,6151,93,93,25,game390
solved,4428,997,4339,73,0,924,1543,89,89,4,game391
solved,95,80,16,32,0,48,53,79,79,0,game392
solved,2764,1012,2672,191,0,821,1543,92,92,3,game393
solved,97,87,13,27,0,60,97,84,84,0,game394
solved,398749,129218,398668,37709,0,91509,98317,81,81,437,game395
unsolvable,3,3,2,2,0,1,53,2,0,0,game396
unsolvable,36477,16656,36476,3398,0,13258,24593,21,0,49,game397
solved,187,104,83,28,0,76,97,104,104,0,game398
solved,293,131,202,57,0,74,97,91,91,0,game399
solved,809,412,717,161,0,251,389,92,92,1,game4
solved,6825,1891,6728,648,0,1243,1543,97,97,6,game40
solved,155,96,72,37,0,59,97,83,83,0,game400
solved,139,86,54,30,0,56,97,85,85,0,game401
solved,218,150,120,24,0,126,193,98,98,0,game402
solved,2692058,779491,2691975,379373,0,400118,786433,83,83,2795,game403
solved,2082,458,1999,107,0,351,389,83,83,2,game404
solved,160,87,73,29,0,58,97,87,87,0,game405
solved,116,88,29,28,0,60,97,87,87,0,game406
solved,19606,8954,19515,1526,0,7428,12289,91,91,30,game407
solved,4151935,1423921,4151854,497896,0,926025,1572869,81,81,6471,game408
solved,166,92,81,34,0,58,97,85,85,0,game409
solved,910,372,803,55,0,317,389,107,107,1,game41
solved,9836,2925,9749,1132,0,1793,3079,87,87,11,game410
solved,224,124,132,48,0,76,97,92,92,0,game411
solved,325,138,244,30,0,108,193,81,81,0,game412
solved,30058,6200,29970,1003,0,5197,6151,103,88,34,game413
solved,128,91,43,27,0,64,97,85,85,0,game414
solved,345416,57094,345315,12755,0,44339,49157,101,101,338,game415
solved,1276944,423373,1276867,166071,0,257302,393241,77,77,1318,game416
solved,272,121,183,34,0,87,97,89,89,0,game417
solved,2316,730,2219,148,0,582,769,97,97,2,game418
solved,146,119,60,36,0,83,97,86,86,0,game419
solved,96,89,11,29,0,60,97,85,85,0,game42
unsolvable,143334,67708,143333,37576,0,30132,49157,30,0,138,game420
solved,233,116,141,32,0,84,97,92,92,0,game421
solved,108235,18910,108148,34,0,18876,24593,101,87,116,game422
timed-out,201879144,25484883,201878889,35372,0,25449511,50331653,1025,255,300000,game423
solved,1724012,531003,1723913,42728,0,488275,786433,99,99,2586,game424
solved,387075,125283,386982,60075,0,65208,98317,93,93,435,game425
solved,360,152,277,64,0,88,97,83,83,0,game426
solved,179,137,90,28,0,109,193,89,89,0,game427
solved,133118,43762,133035,10355,0,33407,49157,112,83,181,game428
solved,103,72,31,26,0,46,53,72,72,0,game429
solved,500,250,411,28,0,222,389,89,89,0,game43
solved,12958,3479,12876,87,0,3392,6151,82,82,15,game430
solved,108,89,19,35,0,54,97,89,89,0,game431
solved,360,223,268,49,0,174,193,92,92,0,game432
timed-out,182711046,61316465,182711009,29134855,0,32181610,50331653,80,37,300000,game433
solved,1780,738,1690,312,0,426,769,90,90,3,game434
solved,6763,1713,6636,28,0,1685,3079,127,127,7,game435
solved,2431,1198,2341,118,0,1080,1543,90,90,4,game436
solved,278,168,190,40,0,128,193,88,88,0,game437
solved,35729,15044,35644,4672,0,10372,12289,85,85,53,game438
solved,7114,2706,7024,1250,0,1456,1543,90,90,8,game439
unsolvable,2035629,883289,2035628,445572,0,437717,786433,40,0,3380,game44
timed-out,197337058,62909479,197337040,29139191,0,33770288,50331653,168,18,300000,game440
solved,2109,1107,2017,118,0,989,1543,92,92,3,game441
solved,304,167,215,30,0,137,193,89,89,0,game442
solved,869,210,742,35,0,175,193,127,127,1,game443
solved,1228279,427223,1228185,74236,0,352987,393241,94,94,1850,game444
solved,222,157,127,53,0,104,193,95,95,0,game445
solved,154,106,62,37,0,69,97,92,92,0,game446
solved,11358625,3084287,11358524,1201693,0,1882594,3145739,101,101,14694,game447
solved,173,84,89,19,0,65,97,84,84,0,game448
solved,219,90,129,26,0,64,97,90,90,0,game449
unsolvable,230580,83197,230579,25502,0,57695,98317,19,0,346,game45
solved,342,225,244,40,0,185,193,98,98,0,game450
unsolvable,11131,5015,11130,2169,0,2846,3079,15,0,15,game451
solved,138,87,51,33,0,54,97,87,87,0,game452
unsolvable,15355498,5259093,15355497,1774225,0,3484868,6291469,31,0,23963,game453
solved,99,88,16,34,0,54,97,83,83,0,game454
unsolvable,84617,32083,84616,7387,0,24696,49157,25,0,120,game455
solved,239,129,146,43,0,86,97,93,93,0,game456
unsolvable,11920279,4286298,11920278,1341973,0,2944325,3145739,49,0,19067,game457
solved,19299,3011,19218,37,0,2974,3079,81,81,22,game458
solved,26600,12392,26513,2910,0,9482,12289,87,87,37,game459
solved,22198633,3557961,22198526,164534,0,3393427,6291469,107,107,37645,game46
solved,139,92,48,40,0,52,53,91,91,0,game460
solved,222,181,150,39,0,142,193,72,72,0,game461
unsolvable,1650,780,1649,243,0,537,769,15,0,2,game462
unsolvable,17377317,5841198,17377316,1821260,0,4019938,6291469,36,0,28806,game463
solved,111,81,30,29,0,52,53,81,81,0,game464
solved,1474,575,1389,37,0,538,769,85,85,3,game465
solved,6446,3055,6362,94,0,2961,3079,84,84,13,game466
solved,205,112,121,53,0,59,97,84,84,0,game467
solved,536,259,439,38,0,221,389,97,97,1,game468
solved,203,103,104,49,0,54,97,99,99,0,game469
unsolvable,816,487,815,0,0,487,769,7,0,2,game47
unsolvable,9252046,4026420,9252045,1865234,0,2161186,3145739,45,0,13389,game470
unsolvable,4236477,1454678,4236476,506744,0,947934,1572869,34,0,6582,game471
solved,437,130,344,29,0,101,193,93,93,0,game472
solved,9924,2860,9819,526,0,2334,3079,105,105,11,game473
solved,168,105,71,45,0,60,97,97,97,0,game474
solved,479,126,364,27,0,99,193,115,115,0,game475
solved,448229,157926,448145,91963,0,65963,98317,84,84,461,game476
solved,3610,1758,3517,29,0,1729,3079,93,93,7,game477
solved,12218,4402,12129,752,0,3650,6151,89,89,18,game478
solved,9202,5235,9117,2540,0,2695,3079,85,85,13,game479
solved,143,86,63,29,0,57,97,80,80,0,game48
solved,8059,2335,7974,333,0,2002,3079,85,85,14,game480
unsolvable,5002,1433,5001,109,0,1324,1543,25,0,9,game481
solved,7775,2501,7692,140,0,2361,3079,83,83,12,game482
solved,292,167,194,47,0,120,193,98,98,0,game483
solved,725923,214248,725841,41978,0,172270,196613,82,82,1097,game484
solved,134,93,51,33,0,60,97,83,83,0,game485
solved,1210,366,1112,136,0,230,389,98,98,1,game486
solved,7124,3061,7038,610,0,2451,3079,86,86,11,game487
solved,266098,93171,266015,8085,0,85086,98317,83,83,480,game488
unsolvable,2739,1526,2738,278,0,1248,1543,16,0,5,game489
solved,892109,310905,892012,77040,0,233865,393241,97,97,1301,game49
solved,244443,89513,244359,131,0,89382,98317,84,84,376,game490
unsolvable,38334,16367,38333,1901,0,14466,24593,17,0,60,game491
unsolvable,44562953,13346293,44562952,3598490,0,9747803,12582917,46,0,67616,game492
solved,136,82,54,27,0,55,97,82,82,0,game493
solved,49561,19104,49483,1700,0,17404,24593,78,78,70,game494
solved,144276,57962,144190,15404,0,42558,49157,86,86,219,game495
solved,389,294,308,87,0,207,389,81,81,0,game496
solved,2516,1306,2425,34,0,1272,1543,91,91,5,game497
solved,232,96,136,40,0,56,97,96,96,0,game498
solved,131,82,49,29,0,53,53,82,82,0,game499
solved,3360,1324,3274,139,0,1185,1543,86,86,6,game5
solved,287392,88166,287305,15035,0,73131,98317,87,87,466,game50
solved,129,96,44,30,0,66,97,85,85,0,game500
