Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
solved,259923,75586,259839,41424,0,34162,49157,84,84,233,game309
solved,12857,3688,12783,2489,0,1199,1543,74,74,6,game31
solved,827,195,712,75,0,120,193,115,115,0,game310
solved,157,81,76,35,0,46,53,81,81,0,game311
solved,135,79,58,28,0,51,53,77,77,0,game312
solved,503,220,418,38,0,182,193,85,85,0,game313
solved,97,78,19,38,0,40,53,78,78,0,game314
solved,1133,165,1057,32,0,133,193,76,76,0,game315
solved,242937,35509,242857,36,0,35473,49157,80,80,242,game316
solved,119,67,52,24,0,43,53,67,67,0,game317
solved,297041,79663,296957,2026,0,77637,98317,84,84,365,game318
solved,131,78,54,30,0,48,53,77,77,0,game319
solved,779012,310667,778903,174224,0,136443,196613,109,109,708,game32
solved,312,177,222,31,0,146,193,90,90,0,game320
unsolvable,6933980,3147824,6933979,1740301,0,1407523,1572869,37,0,7267,game321
solved,196,79,117,32,0,47,53,79,79,0,game322
timed-out,46678486,8473904,46678463,185386,0,8288518,12582917,69,23,60000,game323
solved,233,86,155,37,0,49,53,78,78,0,game324
solved,167,79,88,33,0,46,53,79,79,0,game325
solved,228,85,150,29,0,56,97,78,78,0,game326
solved,175,79,96,26,0,53,53,79,79,0,game327
timed-out,66907289,28849621,66907254,20515167,0,8334454,12582917,113,35,60000,game328
solved,243,81,162,33,0,48,53,81,81,0,game329
solved,3504,499,3392,38,0,461,769,112,112,5,game33
solved,94,62,32,21,0,41,53,62,62,0,game330
solved,2149,556,2067,31,0,525,769,82,82,2,game331
solved,23723779,6783960,23723701,2946689,0,3837271,6291469,92,78,26590,game332
unsolvable,436237,185138,436236,61504,0,123634,196613,57,0,503,game333
solved,87,73,14,34,0,39,53,73,73,0,game334
solved,95,82,13,39,0,43,53,82,82,0,game335
solved,4177,733,4090,127,0,606,769,87,87,3,game336
solved,84,65,19,33,0,32,53,65,65,0,game337
solved,123,80,44,34,0,46,53,79,79,0,game338
unsolvable,35,25,34,11,0,14,53,12,0,0,game339
solved,817,179,726,32,0,147,193,91,91,1,game34
solved,211,111,132,26,0,85,97,79,79,0,game340
solved,49475,12400,49389,4514,0,7886,12289,86,86,43,game341
solved,294,89,219,29,0,60,97,75,75,0,game342
solved,225,85,140,35,0,50,53,85,85,0,game343
solved,691,129,589,33,0,96,97,102,102,0,game344
solved,147,77,70,32,0,45,53,77,77,0,game345
solved,137,71,67,31,0,40,53,70,70,0,game346
unsolvable,28830278,9549064,28830277,4162984,0,5386080,6291469,73,0,32246,game347
solved,106,74,32,26,0,48,53,74,74,0,game348
solved,5039,2311,4946,42,0,2269,3079,93,93,7,game349
solved,171,83,89,34,0,49,53,82,82,0,game35
solved,93,72,25,24,0,48,53,68,68,0,game350
solved,328,109,236,43,0,66,97,92,92,0,game351
solved,330,163,250,57,0,106,193,80,80,0,game352
solved,221,94,135,41,0,53,53,86,86,0,game353
solved,255,94,161,33,0,61,97,94,94,0,game354
solved,1370,255,1300,28,0,227,389,70,70,1,game355
