Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
solved,105,91,15,35,0,56,97,90,90,0,game445
solved,1132,367,1043,53,0,314,389,89,89,1,game446
solved,19817,8986,19724,559,0,8427,12289,93,93,33,game447
solved,212,108,116,33,0,75,97,96,96,0,game448
solved,232,150,116,41,0,109,193,116,116,0,game449
solved,357279,125489,357121,52624,0,72865,98317,158,158,384,game45
solved,140,90,52,38,0,52,53,88,88,0,game450
solved,19260,3277,19171,156,0,3121,6151,89,89,21,game451
solved,696,444,607,45,0,399,769,89,89,1,game452
unsolvable,891,613,890,0,0,613,769,16,0,1,game453
unsolvable,710767,222700,710766,21273,0,201427,393241,31,0,1623,game454
unsolvable,1907522,842912,1907521,361148,0,481764,786433,38,0,2513,game455
solved,524,200,436,27,0,173,193,88,88,1,game456
solved,840,437,744,30,0,407,769,96,96,1,game457
solved,817,196,698,38,0,158,193,119,119,0,game458
solved,52071,21631,51974,28,0,21603,24593,97,97,86,game459
solved,134,89,45,32,0,57,97,89,89,0,game46
unsolvable,1133,682,1132,107,0,575,769,9,0,1,game460
solved,137,83,54,28,0,55,97,83,83,0,game461
solved,156,94,63,36,0,58,97,93,93,0,game462
unsolvable,24774,11496,24773,2914,0,8582,12289,18,0,42,game463
unsolvable,54,37,53,0,0,37,53,7,0,0,game464
solved,2782,686,2672,147,0,539,769,110,110,3,game465
solved,388,140,310,26,0,114,193,78,78,0,game466
unsolvable,5644,2840,5643,314,0,2526,3079,10,0,9,game467
unsolvable,281,158,280,24,0,134,193,9,0,0,game468
unsolvable,6636,2662,6635,484,0,2178,3079,13,0,10,game469
solved,3613,1543,3516,62,0,1481,1543,97,97,6,game47
solved,208,92,117,29,0,63,97,91,91,0,game470
solved,201,140,114,44,0,96,97,87,87,0,game471
unsolvable,2828,1580,2827,539,0,1041,1543,13,0,6,game472
solved,184,87,98,30,0,57,97,86,86,0,game473
unsolvable,1817,933,1816,47,0,886,1543,10,0,4,game474
solved,572,207,474,29,0,178,193,98,98,1,game475
solved,598,245,506,67,0,178,193,92,92,1,game476
unsolvable,1584145,653029,1584144,129483,0,523546,786433,48,0,2764,game477
unsolvable,133,89,132,1,0,88,97,9,0,0,game478
solved,4046,1837,3968,246,0,1591,3079,78,78,6,game479
timed-out,41961156,10348837,41961106,2281186,0,8067651,12582917,128,50,60000,game48
solved,101827,48459,101747,16881,0,31578,49157,80,80,150,game480
